"Data Set 1, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 1, Fl Ex @ 405 nm:Fluorescence","Data Set 2, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 2, Fl Ex @ 405 nm:Fluorescence","Data Set 3, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 3, Fl Ex @ 405 nm:Fluorescence","Data Set 4, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 4, Fl Ex @ 405 nm:Fluorescence","Data Set 5, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 5, Fl Ex @ 405 nm:Fluorescence","Data Set 6, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 6, Fl Ex @ 405 nm:Fluorescence","Data Set 7, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 7, Fl Ex @ 405 nm:Fluorescence","Data Set 8, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 8, Fl Ex @ 405 nm:Fluorescence","Data Set 9, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 9, Fl Ex @ 405 nm:Fluorescence","Data Set 10, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 10, Fl Ex @ 405 nm:Fluorescence"
623.0,-0.000,623.0,-0.001,623.0,-0.001,623.0,0.000,623.0,0.002,623.0,0.004,623.0,0.004,623.0,0.003,623.0,0.001,623.0,0.001
623.7,-0.001,623.7,-0.000,623.7,-0.000,623.7,-0.000,623.7,0.002,623.7,0.003,623.7,0.004,623.7,0.004,623.7,0.001,623.7,0.002
624.5,0.000,624.5,0.000,624.5,-0.000,624.5,-0.000,624.5,0.001,624.5,0.002,624.5,0.003,624.5,0.004,624.5,0.001,624.5,0.001
625.2,-0.000,625.2,-0.000,625.2,0.001,625.2,0.000,625.2,0.002,625.2,0.003,625.2,0.004,625.2,0.004,625.2,0.001,625.2,0.001
625.9,0.000,625.9,0.000,625.9,0.001,625.9,0.000,625.9,0.002,625.9,0.003,625.9,0.004,625.9,0.004,625.9,0.001,625.9,0.000
626.7,-0.001,626.7,-0.001,626.7,0.000,626.7,0.000,626.7,0.002,626.7,0.003,626.7,0.004,626.7,0.004,626.7,0.000,626.7,0.000
627.4,-0.001,627.4,-0.000,627.4,0.000,627.4,-0.000,627.4,0.001,627.4,0.002,627.4,0.002,627.4,0.003,627.4,0.000,627.4,0.000
628.1,-0.001,628.1,-0.001,628.1,-0.000,628.1,0.001,628.1,0.001,628.1,0.002,628.1,0.002,628.1,0.003,628.1,0.000,628.1,0.001
628.8,0.000,628.8,0.000,628.8,0.000,628.8,0.001,628.8,0.002,628.8,0.003,628.8,0.003,628.8,0.004,628.8,0.001,628.8,0.002
629.6,-0.000,629.6,0.000,629.6,0.000,629.6,0.001,629.6,0.002,629.6,0.003,629.6,0.003,629.6,0.004,629.6,0.000,629.6,0.001
630.3,-0.001,630.3,0.000,630.3,-0.000,630.3,-0.000,630.3,0.001,630.3,0.002,630.3,0.003,630.3,0.003,630.3,-0.001,630.3,0.000
631.0,-0.001,631.0,-0.000,631.0,-0.000,631.0,0.000,631.0,0.001,631.0,0.002,631.0,0.002,631.0,0.002,631.0,-0.000,631.0,0.000
631.7,-0.001,631.7,-0.000,631.7,-0.000,631.7,0.000,631.7,0.001,631.7,0.002,631.7,0.002,631.7,0.002,631.7,-0.000,631.7,0.000
632.5,-0.000,632.5,-0.001,632.5,-0.000,632.5,0.001,632.5,0.001,632.5,0.002,632.5,0.003,632.5,0.002,632.5,0.000,632.5,0.001
633.2,-0.001,633.2,-0.001,633.2,-0.000,633.2,0.000,633.2,0.000,633.2,0.002,633.2,0.002,633.2,0.002,633.2,0.000,633.2,0.001
633.9,-0.000,633.9,-0.000,633.9,0.001,633.9,0.001,633.9,0.001,633.9,0.002,633.9,0.003,633.9,0.003,633.9,0.001,633.9,0.001
634.7,-0.000,634.7,0.000,634.7,0.001,634.7,0.000,634.7,0.001,634.7,0.002,634.7,0.003,634.7,0.003,634.7,0.001,634.7,0.001
635.4,0.000,635.4,-0.000,635.4,0.001,635.4,0.001,635.4,0.001,635.4,0.003,635.4,0.004,635.4,0.003,635.4,0.001,635.4,0.001
636.1,-0.000,636.1,-0.000,636.1,0.001,636.1,0.000,636.1,0.001,636.1,0.002,636.1,0.003,636.1,0.002,636.1,0.001,636.1,0.000
636.8,-0.000,636.8,-0.000,636.8,0.001,636.8,0.000,636.8,0.001,636.8,0.003,636.8,0.003,636.8,0.003,636.8,0.001,636.8,0.001
637.6,-0.000,637.6,-0.000,637.6,0.000,637.6,-0.000,637.6,0.001,637.6,0.002,637.6,0.003,637.6,0.003,637.6,0.001,637.6,0.000
638.3,0.000,638.3,0.000,638.3,0.001,638.3,0.001,638.3,0.002,638.3,0.003,638.3,0.003,638.3,0.003,638.3,0.002,638.3,0.001
639.0,0.000,639.0,0.000,639.0,0.001,639.0,0.000,639.0,0.001,639.0,0.001,639.0,0.003,639.0,0.003,639.0,0.001,639.0,0.000
639.7,-0.000,639.7,-0.000,639.7,0.000,639.7,0.000,639.7,0.000,639.7,0.001,639.7,0.002,639.7,0.002,639.7,0.001,639.7,0.000
640.5,-0.000,640.5,-0.001,640.5,0.000,640.5,0.000,640.5,0.000,640.5,0.001,640.5,0.002,640.5,0.002,640.5,0.001,640.5,-0.000
641.2,-0.000,641.2,-0.000,641.2,0.001,641.2,0.000,641.2,0.001,641.2,0.001,641.2,0.002,641.2,0.002,641.2,0.001,641.2,0.000
641.9,0.001,641.9,0.001,641.9,0.001,641.9,0.000,641.9,0.002,641.9,0.002,641.9,0.003,641.9,0.003,641.9,0.002,641.9,0.001
642.7,0.000,642.7,-0.000,642.7,0.001,642.7,0.000,642.7,0.001,642.7,0.001,642.7,0.002,642.7,0.002,642.7,0.001,642.7,0.001
643.4,0.000,643.4,-0.000,643.4,0.000,643.4,0.000,643.4,0.001,643.4,0.001,643.4,0.001,643.4,0.003,643.4,0.001,643.4,0.002
644.1,-0.001,644.1,-0.000,644.1,-0.000,644.1,0.000,644.1,-0.001,644.1,0.001,644.1,0.001,644.1,0.001,644.1,-0.000,644.1,0.001
644.8,-0.001,644.8,0.000,644.8,0.000,644.8,0.000,644.8,-0.000,644.8,0.001,644.8,0.002,644.8,0.001,644.8,-0.000,644.8,0.001
645.6,-0.000,645.6,0.001,645.6,0.001,645.6,0.001,645.6,0.000,645.6,0.002,645.6,0.002,645.6,0.001,645.6,0.000,645.6,0.001
646.3,0.000,646.3,0.000,646.3,0.001,646.3,0.001,646.3,0.000,646.3,0.002,646.3,0.002,646.3,0.002,646.3,0.001,646.3,0.001
647.0,-0.001,647.0,-0.000,647.0,-0.000,647.0,-0.000,647.0,0.000,647.0,0.002,647.0,0.001,647.0,0.001,647.0,0.000,647.0,0.000
647.7,-0.001,647.7,-0.001,647.7,-0.001,647.7,-0.000,647.7,-0.000,647.7,0.001,647.7,0.001,647.7,0.001,647.7,-0.001,647.7,-0.001
648.5,-0.001,648.5,-0.001,648.5,-0.001,648.5,-0.001,648.5,-0.001,648.5,0.000,648.5,0.001,648.5,0.001,648.5,-0.001,648.5,-0.001
649.2,0.001,649.2,-0.000,649.2,-0.000,649.2,0.000,649.2,0.001,649.2,0.001,649.2,0.002,649.2,0.001,649.2,-0.000,649.2,-0.000
649.9,0.000,649.9,-0.000,649.9,-0.001,649.9,-0.001,649.9,0.000,649.9,0.001,649.9,0.002,649.9,0.002,649.9,-0.000,649.9,0.000
650.7,-0.000,650.7,-0.001,650.7,-0.000,650.7,-0.001,650.7,0.001,650.7,0.001,650.7,0.001,650.7,0.002,650.7,-0.001,650.7,0.000
651.4,-0.001,651.4,-0.001,651.4,-0.001,651.4,-0.001,651.4,-0.000,651.4,0.001,651.4,0.001,651.4,0.002,651.4,-0.001,651.4,-0.000
652.1,-0.001,652.1,-0.000,652.1,-0.000,652.1,-0.001,652.1,0.000,652.1,0.001,652.1,0.001,652.1,0.002,652.1,-0.001,652.1,0.000
652.8,-0.000,652.8,0.000,652.8,0.000,652.8,0.000,652.8,0.000,652.8,0.002,652.8,0.001,652.8,0.002,652.8,0.000,652.8,-0.000
653.6,0.000,653.6,0.001,653.6,0.001,653.6,0.001,653.6,0.000,653.6,0.002,653.6,0.002,653.6,0.002,653.6,0.001,653.6,0.000
654.3,0.000,654.3,0.000,654.3,0.001,654.3,0.000,654.3,-0.000,654.3,0.002,654.3,0.002,654.3,0.001,654.3,0.001,654.3,0.001
655.0,0.000,655.0,-0.001,655.0,0.001,655.0,0.000,655.0,-0.000,655.0,0.001,655.0,0.002,655.0,0.002,655.0,0.001,655.0,0.001
655.7,0.000,655.7,-0.001,655.7,0.001,655.7,-0.000,655.7,-0.000,655.7,0.001,655.7,0.001,655.7,0.002,655.7,0.001,655.7,0.000
656.5,-0.000,656.5,-0.001,656.5,0.000,656.5,-0.000,656.5,-0.001,656.5,0.001,656.5,0.001,656.5,0.002,656.5,0.000,656.5,0.000
657.2,0.000,657.2,-0.000,657.2,0.001,657.2,-0.000,657.2,-0.000,657.2,0.001,657.2,0.002,657.2,0.002,657.2,-0.000,657.2,0.001
657.9,0.001,657.9,-0.000,657.9,-0.000,657.9,0.000,657.9,0.000,657.9,0.001,657.9,0.001,657.9,0.002,657.9,-0.000,657.9,0.001
658.7,0.000,658.7,-0.001,658.7,-0.000,658.7,-0.000,658.7,0.000,658.7,0.001,658.7,0.001,658.7,0.001,658.7,-0.000,658.7,-0.000
659.4,-0.000,659.4,-0.001,659.4,-0.000,659.4,-0.000,659.4,-0.000,659.4,0.001,659.4,0.001,659.4,0.001,659.4,-0.000,659.4,-0.001
660.1,-0.000,660.1,-0.001,660.1,0.001,660.1,-0.001,660.1,-0.000,660.1,0.001,660.1,0.000,660.1,0.001,660.1,-0.001,660.1,-0.001
660.8,0.000,660.8,0.001,660.8,0.000,660.8,-0.001,660.8,0.000,660.8,0.001,660.8,0.001,660.8,0.002,660.8,-0.000,660.8,0.000
661.6,-0.000,661.6,0.000,661.6,-0.000,661.6,-0.001,661.6,0.000,661.6,0.001,661.6,0.000,661.6,0.001,661.6,-0.000,661.6,0.001
662.3,-0.001,662.3,0.001,662.3,-0.000,662.3,-0.000,662.3,0.000,662.3,0.001,662.3,0.001,662.3,0.001,662.3,0.000,662.3,0.001
663.0,-0.001,663.0,0.000,663.0,-0.001,663.0,-0.001,663.0,-0.000,663.0,0.000,663.0,0.001,663.0,0.001,663.0,-0.000,663.0,-0.001
663.7,-0.001,663.7,0.000,663.7,-0.001,663.7,-0.000,663.7,-0.000,663.7,0.000,663.7,0.000,663.7,0.001,663.7,-0.001,663.7,-0.001
664.5,-0.001,664.5,-0.000,664.5,-0.002,664.5,-0.001,664.5,-0.000,664.5,0.000,664.5,-0.000,664.5,0.000,664.5,-0.001,664.5,-0.001
665.2,-0.000,665.2,-0.000,665.2,-0.000,665.2,-0.001,665.2,-0.000,665.2,0.001,665.2,0.000,665.2,0.001,665.2,-0.001,665.2,-0.001
665.9,-0.001,665.9,0.000,665.9,0.001,665.9,-0.001,665.9,0.000,665.9,0.000,665.9,0.001,665.9,0.001,665.9,-0.000,665.9,-0.001
666.7,-0.001,666.7,0.000,666.7,0.001,666.7,-0.001,666.7,0.000,666.7,0.001,666.7,0.001,666.7,0.002,666.7,0.000,666.7,-0.001
667.4,-0.000,667.4,0.000,667.4,0.001,667.4,-0.000,667.4,0.000,667.4,0.001,667.4,0.001,667.4,0.002,667.4,0.000,667.4,-0.001
668.1,0.000,668.1,-0.000,668.1,0.001,668.1,-0.000,668.1,-0.000,668.1,0.002,668.1,0.001,668.1,0.002,668.1,0.000,668.1,-0.001
668.9,-0.001,668.9,-0.000,668.9,0.000,668.9,-0.000,668.9,-0.001,668.9,0.001,668.9,0.001,668.9,0.001,668.9,-0.000,668.9,-0.000
669.6,-0.001,669.6,0.000,669.6,0.001,669.6,0.001,669.6,-0.001,669.6,0.001,669.6,0.001,669.6,0.001,669.6,0.000,669.6,0.000
670.4,-0.001,670.4,-0.000,670.4,-0.000,670.4,0.000,670.4,-0.000,670.4,0.001,670.4,0.000,670.4,0.001,670.4,-0.000,670.4,-0.000
671.2,-0.001,671.2,-0.000,671.2,-0.001,671.2,-0.000,671.2,0.000,671.2,0.000,671.2,0.001,671.2,0.001,671.2,0.000,671.2,0.000
671.9,-0.001,671.9,-0.000,671.9,-0.001,671.9,-0.000,671.9,0.000,671.9,0.001,671.9,0.001,671.9,0.000,671.9,-0.000,671.9,-0.000
672.7,-0.000,672.7,-0.000,672.7,-0.000,672.7,-0.001,672.7,-0.000,672.7,0.001,672.7,0.001,672.7,0.001,672.7,0.000,672.7,0.000
673.4,-0.000,673.4,-0.000,673.4,0.000,673.4,-0.000,673.4,0.000,673.4,0.001,673.4,0.001,673.4,0.001,673.4,0.000,673.4,0.000
674.2,-0.000,674.2,-0.000,674.2,-0.000,674.2,-0.001,674.2,0.001,674.2,0.001,674.2,0.001,674.2,0.001,674.2,0.000,674.2,0.000
674.9,0.000,674.9,-0.000,674.9,0.000,674.9,-0.001,674.9,0.001,674.9,0.001,674.9,0.001,674.9,0.001,674.9,0.001,674.9,0.001
675.7,0.001,675.7,-0.001,675.7,-0.000,675.7,-0.001,675.7,0.001,675.7,0.000,675.7,0.001,675.7,0.001,675.7,0.001,675.7,0.001
676.5,0.000,676.5,-0.001,676.5,0.001,676.5,-0.001,676.5,0.001,676.5,-0.000,676.5,0.001,676.5,0.001,676.5,-0.000,676.5,0.001
677.2,-0.001,677.2,-0.001,677.2,0.001,677.2,-0.001,677.2,-0.000,677.2,0.000,677.2,0.000,677.2,0.000,677.2,-0.000,677.2,-0.000
678.0,-0.001,678.0,-0.000,678.0,0.001,678.0,-0.000,678.0,0.000,678.0,0.001,678.0,0.000,678.0,0.001,678.0,0.000,678.0,-0.000
678.7,-0.000,678.7,0.000,678.7,0.000,678.7,0.000,678.7,-0.001,678.7,0.001,678.7,0.001,678.7,0.000,678.7,0.000,678.7,-0.000
679.5,-0.001,679.5,-0.000,679.5,-0.000,679.5,-0.000,679.5,-0.001,679.5,0.000,679.5,0.001,679.5,0.001,679.5,-0.000,679.5,-0.000
680.2,-0.001,680.2,-0.000,680.2,-0.000,680.2,-0.000,680.2,-0.000,680.2,-0.000,680.2,0.000,680.2,-0.000,680.2,-0.001,680.2,-0.001
681.0,-0.001,681.0,-0.001,681.0,-0.000,681.0,-0.000,681.0,0.000,681.0,-0.000,681.0,-0.000,681.0,0.000,681.0,0.000,681.0,-0.001
681.8,-0.001,681.8,-0.001,681.8,0.000,681.8,-0.000,681.8,0.000,681.8,0.001,681.8,-0.000,681.8,0.000,681.8,0.000,681.8,-0.001
682.5,-0.000,682.5,-0.001,682.5,0.000,682.5,-0.000,682.5,0.000,682.5,0.001,682.5,0.000,682.5,0.001,682.5,0.000,682.5,0.000
683.3,-0.001,683.3,-0.001,683.3,-0.000,683.3,-0.001,683.3,-0.001,683.3,0.001,683.3,0.000,683.3,0.000,683.3,-0.001,683.3,-0.000
684.0,-0.001,684.0,-0.000,684.0,-0.001,684.0,-0.000,684.0,-0.001,684.0,0.001,684.0,0.000,684.0,0.000,684.0,0.000,684.0,0.000
684.8,-0.002,684.8,-0.001,684.8,-0.002,684.8,-0.000,684.8,-0.001,684.8,0.000,684.8,-0.001,684.8,-0.000,684.8,-0.001,684.8,-0.001
685.5,-0.001,685.5,-0.001,685.5,-0.001,685.5,0.000,685.5,-0.000,685.5,0.001,685.5,-0.000,685.5,0.000,685.5,0.000,685.5,0.000
686.3,-0.000,686.3,-0.001,686.3,-0.001,686.3,0.000,686.3,-0.000,686.3,0.001,686.3,0.001,686.3,0.000,686.3,-0.000,686.3,-0.000
687.1,0.000,687.1,-0.000,687.1,0.000,687.1,0.000,687.1,0.000,687.1,0.001,687.1,0.002,687.1,0.001,687.1,0.001,687.1,0.001
687.8,-0.000,687.8,-0.001,687.8,-0.000,687.8,0.000,687.8,-0.000,687.8,0.001,687.8,0.001,687.8,0.001,687.8,-0.000,687.8,0.000
688.6,-0.000,688.6,-0.000,688.6,0.000,688.6,0.001,688.6,0.000,688.6,0.001,688.6,0.001,688.6,0.000,688.6,0.000,688.6,0.000
689.3,-0.001,689.3,-0.000,689.3,-0.001,689.3,0.001,689.3,0.000,689.3,0.001,689.3,0.001,689.3,0.000,689.3,-0.000,689.3,-0.000
690.1,-0.001,690.1,0.000,690.1,0.000,690.1,0.001,690.1,0.000,690.1,0.001,690.1,0.001,690.1,0.001,690.1,0.000,690.1,-0.000
690.8,-0.001,690.8,-0.000,690.8,-0.001,690.8,0.001,690.8,0.001,690.8,0.001,690.8,0.000,690.8,0.001,690.8,-0.000,690.8,-0.000
691.6,-0.001,691.6,-0.000,691.6,-0.000,691.6,0.001,691.6,0.000,691.6,0.001,691.6,0.000,691.6,0.000,691.6,-0.000,691.6,-0.000
692.4,-0.001,692.4,-0.000,692.4,-0.001,692.4,-0.000,692.4,-0.000,692.4,0.000,692.4,0.000,692.4,-0.000,692.4,-0.000,692.4,-0.001
693.1,-0.000,693.1,-0.001,693.1,-0.000,693.1,-0.000,693.1,-0.000,693.1,0.000,693.1,0.001,693.1,0.000,693.1,-0.000,693.1,-0.001
693.9,0.000,693.9,-0.001,693.9,0.000,693.9,0.001,693.9,0.000,693.9,0.001,693.9,0.001,693.9,0.000,693.9,0.000,693.9,-0.001
694.6,0.001,694.6,-0.001,694.6,0.000,694.6,0.001,694.6,0.001,694.6,0.001,694.6,0.002,694.6,0.000,694.6,0.001,694.6,-0.001
695.4,0.000,695.4,-0.001,695.4,0.000,695.4,0.001,695.4,0.000,695.4,0.001,695.4,0.002,695.4,0.001,695.4,0.001,695.4,-0.001
696.1,-0.000,696.1,-0.001,696.1,-0.000,696.1,-0.000,696.1,-0.000,696.1,0.001,696.1,0.002,696.1,0.001,696.1,0.001,696.1,-0.000
696.9,-0.000,696.9,-0.001,696.9,-0.001,696.9,-0.000,696.9,-0.000,696.9,0.001,696.9,0.001,696.9,0.000,696.9,0.000,696.9,-0.000
697.7,-0.001,697.7,-0.001,697.7,-0.001,697.7,-0.001,697.7,-0.001,697.7,0.000,697.7,0.000,697.7,-0.001,697.7,-0.001,697.7,-0.000
698.4,-0.001,698.4,-0.001,698.4,-0.001,698.4,-0.001,698.4,-0.000,698.4,-0.000,698.4,-0.001,698.4,-0.001,698.4,-0.001,698.4,-0.001
699.2,-0.001,699.2,-0.001,699.2,-0.000,699.2,0.000,699.2,-0.000,699.2,0.000,699.2,-0.001,699.2,-0.000,699.2,-0.001,699.2,-0.001
699.9,-0.001,699.9,-0.001,699.9,-0.000,699.9,0.000,699.9,-0.001,699.9,-0.000,699.9,-0.001,699.9,-0.000,699.9,-0.000,699.9,-0.001
700.7,-0.001,700.7,-0.001,700.7,-0.000,700.7,-0.000,700.7,-0.000,700.7,0.000,700.7,-0.001,700.7,0.000,700.7,-0.000,700.7,0.000
701.4,-0.001,701.4,-0.001,701.4,-0.001,701.4,-0.000,701.4,-0.000,701.4,0.000,701.4,-0.001,701.4,-0.000,701.4,-0.000,701.4,0.000
702.2,-0.001,702.2,-0.000,702.2,-0.001,702.2,-0.001,702.2,-0.000,702.2,0.000,702.2,-0.001,702.2,-0.000,702.2,-0.000,702.2,-0.000
703.0,-0.002,703.0,-0.000,703.0,-0.001,703.0,-0.001,703.0,-0.001,703.0,0.000,703.0,0.000,703.0,0.000,703.0,0.000,703.0,0.000
703.7,-0.002,703.7,-0.001,703.7,-0.000,703.7,-0.001,703.7,-0.001,703.7,0.001,703.7,0.001,703.7,0.001,703.7,-0.000,703.7,0.000
704.5,-0.000,704.5,-0.001,704.5,-0.000,704.5,-0.001,704.5,-0.001,704.5,0.001,704.5,0.001,704.5,0.001,704.5,0.000,704.5,0.001
705.2,-0.000,705.2,-0.001,705.2,0.000,705.2,-0.000,705.2,-0.000,705.2,0.001,705.2,0.001,705.2,0.000,705.2,0.000,705.2,0.000
706.0,-0.000,706.0,-0.001,706.0,-0.000,706.0,-0.000,706.0,0.000,706.0,0.000,706.0,0.001,706.0,0.000,706.0,-0.000,706.0,0.000
706.8,-0.001,706.8,-0.001,706.8,-0.000,706.8,0.001,706.8,0.000,706.8,0.000,706.8,0.001,706.8,0.000,706.8,-0.000,706.8,-0.000
707.5,0.000,707.5,-0.000,707.5,-0.000,707.5,0.000,707.5,0.000,707.5,0.001,707.5,0.001,707.5,0.001,707.5,-0.000,707.5,-0.000
708.3,-0.000,708.3,-0.000,708.3,0.000,708.3,0.000,708.3,-0.000,708.3,0.001,708.3,0.001,708.3,0.001,708.3,0.000,708.3,0.000
709.1,-0.000,709.1,-0.000,709.1,0.000,709.1,-0.000,709.1,0.000,709.1,0.001,709.1,0.002,709.1,0.001,709.1,0.000,709.1,-0.000
709.8,-0.000,709.8,0.000,709.8,0.001,709.8,0.000,709.8,0.001,709.8,0.001,709.8,0.002,709.8,0.001,709.8,0.000,709.8,0.000
710.6,0.000,710.6,0.001,710.6,0.001,710.6,0.000,710.6,0.000,710.6,0.001,710.6,0.002,710.6,0.001,710.6,0.001,710.6,0.000
711.4,0.000,711.4,0.000,711.4,0.001,711.4,0.001,711.4,0.000,711.4,0.001,711.4,0.001,711.4,0.001,711.4,0.001,711.4,0.001
712.2,0.000,712.2,-0.000,712.2,0.001,712.2,0.000,712.2,0.000,712.2,0.001,712.2,0.001,712.2,0.001,712.2,0.001,712.2,0.001
712.9,0.000,712.9,-0.000,712.9,0.000,712.9,0.000,712.9,0.001,712.9,0.001,712.9,0.001,712.9,0.001,712.9,-0.000,712.9,0.001
713.7,0.000,713.7,0.000,713.7,-0.000,713.7,-0.000,713.7,0.001,713.7,0.001,713.7,0.001,713.7,0.001,713.7,-0.001,713.7,0.000
714.5,0.001,714.5,0.001,714.5,0.000,714.5,-0.000,714.5,0.001,714.5,0.000,714.5,0.001,714.5,0.001,714.5,-0.000,714.5,0.001
715.2,0.000,715.2,0.000,715.2,-0.000,715.2,-0.001,715.2,0.000,715.2,0.001,715.2,0.001,715.2,0.000,715.2,0.000,715.2,-0.000
716.0,-0.000,716.0,-0.000,716.0,-0.000,716.0,-0.000,716.0,0.000,716.0,0.001,716.0,0.001,716.0,0.000,716.0,0.000,716.0,-0.000
716.8,-0.001,716.8,-0.001,716.8,-0.001,716.8,-0.000,716.8,-0.000,716.8,0.001,716.8,0.001,716.8,0.000,716.8,-0.000,716.8,-0.001
717.6,-0.000,717.6,-0.001,717.6,-0.000,717.6,-0.000,717.6,0.000,717.6,0.001,717.6,0.001,717.6,0.000,717.6,-0.000,717.6,-0.001
718.3,-0.001,718.3,-0.002,718.3,-0.000,718.3,-0.001,718.3,-0.000,718.3,0.000,718.3,0.000,718.3,0.001,718.3,-0.001,718.3,-0.001
719.1,-0.000,719.1,-0.001,719.1,0.000,719.1,-0.000,719.1,0.000,719.1,0.000,719.1,0.000,719.1,0.000,719.1,-0.000,719.1,-0.001
719.9,0.000,719.9,-0.000,719.9,0.000,719.9,0.000,719.9,-0.000,719.9,0.000,719.9,0.001,719.9,0.001,719.9,0.000,719.9,-0.001
720.6,0.001,720.6,0.000,720.6,0.000,720.6,0.001,720.6,0.000,720.6,0.001,720.6,0.001,720.6,0.000,720.6,0.000,720.6,-0.001
721.4,0.000,721.4,-0.001,721.4,0.000,721.4,-0.000,721.4,-0.001,721.4,0.001,721.4,0.000,721.4,0.000,721.4,-0.000,721.4,-0.001
722.2,-0.001,722.2,-0.000,722.2,-0.000,722.2,0.000,722.2,-0.000,722.2,0.000,722.2,0.000,722.2,-0.000,722.2,-0.000,722.2,-0.001
723.0,-0.001,723.0,-0.000,723.0,-0.000,723.0,0.000,723.0,-0.000,723.0,0.000,723.0,0.000,723.0,0.000,723.0,-0.000,723.0,-0.001
723.7,-0.001,723.7,0.000,723.7,0.000,723.7,0.001,723.7,0.000,723.7,-0.000,723.7,0.000,723.7,-0.000,723.7,-0.000,723.7,-0.001
724.5,-0.000,724.5,-0.000,724.5,-0.000,724.5,0.001,724.5,-0.000,724.5,-0.000,724.5,-0.000,724.5,-0.000,724.5,-0.000,724.5,-0.000
725.3,-0.000,725.3,-0.000,725.3,0.000,725.3,0.000,725.3,-0.000,725.3,-0.001,725.3,-0.000,725.3,-0.000,725.3,0.000,725.3,0.000
726.0,-0.001,726.0,-0.000,726.0,-0.001,726.0,0.000,726.0,-0.001,726.0,0.000,726.0,0.000,726.0,0.000,726.0,0.000,726.0,-0.000
726.8,-0.001,726.8,-0.001,726.8,-0.000,726.8,-0.001,726.8,-0.001,726.8,-0.001,726.8,0.000,726.8,-0.000,726.8,-0.000,726.8,-0.001
727.6,-0.001,727.6,-0.001,727.6,-0.001,727.6,-0.001,727.6,-0.001,727.6,-0.000,727.6,0.001,727.6,0.000,727.6,-0.001,727.6,-0.001
728.4,-0.001,728.4,-0.001,728.4,-0.000,728.4,-0.001,728.4,-0.001,728.4,0.000,728.4,0.000,728.4,-0.000,728.4,-0.000,728.4,-0.001
729.1,-0.001,729.1,-0.001,729.1,-0.000,729.1,-0.001,729.1,-0.000,729.1,0.000,729.1,0.000,729.1,-0.000,729.1,0.000,729.1,-0.001
729.9,-0.001,729.9,-0.001,729.9,0.000,729.9,-0.001,729.9,-0.000,729.9,0.001,729.9,0.000,729.9,0.000,729.9,0.001,729.9,-0.000
730.7,-0.000,730.7,-0.002,730.7,-0.000,730.7,-0.001,730.7,0.000,730.7,0.000,730.7,0.000,730.7,-0.000,730.7,-0.000,730.7,-0.001
731.4,-0.000,731.4,-0.001,731.4,0.000,731.4,-0.001,731.4,0.001,731.4,0.001,731.4,0.000,731.4,0.000,731.4,-0.000,731.4,0.000
732.2,-0.000,732.2,-0.001,732.2,0.001,732.2,-0.000,732.2,0.001,732.2,0.000,732.2,0.000,732.2,0.000,732.2,-0.001,732.2,-0.000
733.0,-0.001,733.0,-0.000,733.0,0.001,733.0,0.000,733.0,0.001,733.0,0.000,733.0,0.000,733.0,0.001,733.0,-0.001,733.0,0.000
733.8,-0.001,733.8,-0.000,733.8,0.000,733.8,-0.000,733.8,0.000,733.8,-0.001,733.8,-0.000,733.8,-0.000,733.8,-0.001,733.8,-0.001
734.5,-0.001,734.5,-0.000,734.5,-0.000,734.5,-0.001,734.5,-0.000,734.5,-0.001,734.5,0.000,734.5,-0.000,734.5,-0.000,734.5,-0.001
735.3,-0.001,735.3,0.000,735.3,0.000,735.3,-0.001,735.3,0.000,735.3,-0.001,735.3,0.000,735.3,-0.000,735.3,0.000,735.3,-0.001
736.1,0.000,736.1,0.001,736.1,0.001,736.1,-0.000,736.1,0.000,736.1,-0.000,736.1,0.001,736.1,0.001,736.1,0.000,736.1,-0.001
736.8,0.001,736.8,0.001,736.8,0.001,736.8,0.000,736.8,0.000,736.8,0.000,736.8,0.001,736.8,0.001,736.8,-0.000,736.8,-0.000
737.6,0.001,737.6,0.001,737.6,0.001,737.6,0.001,737.6,0.001,737.6,0.001,737.6,0.001,737.6,0.001,737.6,-0.000,737.6,0.000
738.4,-0.000,738.4,0.000,738.4,0.001,738.4,0.000,738.4,0.000,738.4,0.001,738.4,0.001,738.4,0.000,738.4,-0.000,738.4,-0.000
739.2,-0.000,739.2,0.000,739.2,0.000,739.2,0.000,739.2,0.000,739.2,0.001,739.2,0.001,739.2,0.000,739.2,0.000,739.2,-0.000
739.9,-0.001,739.9,-0.001,739.9,0.000,739.9,-0.000,739.9,-0.000,739.9,0.001,739.9,0.000,739.9,-0.000,739.9,0.000,739.9,-0.000
740.7,-0.001,740.7,-0.000,740.7,0.000,740.7,-0.000,740.7,-0.000,740.7,0.000,740.7,0.001,740.7,0.000,740.7,0.001,740.7,-0.000
741.5,-0.001,741.5,-0.001,741.5,0.000,741.5,-0.001,741.5,-0.001,741.5,0.000,741.5,-0.000,741.5,-0.001,741.5,-0.001,741.5,-0.001
