"Data Set 1, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 1, Fl Ex @ 405 nm:Fluorescence","Data Set 2, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 2, Fl Ex @ 405 nm:Fluorescence","Data Set 3, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 3, Fl Ex @ 405 nm:Fluorescence","Data Set 4, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 4, Fl Ex @ 405 nm:Fluorescence","Data Set 5, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 5, Fl Ex @ 405 nm:Fluorescence","Data Set 6, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 6, Fl Ex @ 405 nm:Fluorescence","Data Set 7, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 7, Fl Ex @ 405 nm:Fluorescence","Data Set 8, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 8, Fl Ex @ 405 nm:Fluorescence","Data Set 9, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 9, Fl Ex @ 405 nm:Fluorescence","Data Set 10, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 10, Fl Ex @ 405 nm:Fluorescence"
863.4,-0.001,863.4,-0.001,863.4,-0.000,863.4,-0.001,863.4,-0.001,863.4,-0.000,863.4,-0.001,863.4,-0.001,863.4,-0.000,863.4,-0.001
864.3,-0.001,864.3,-0.000,864.3,0.000,864.3,-0.001,864.3,-0.001,864.3,-0.000,864.3,-0.000,864.3,-0.001,864.3,-0.000,864.3,-0.001
865.1,-0.002,865.1,-0.001,865.1,-0.001,865.1,-0.001,865.1,-0.001,865.1,-0.001,865.1,-0.001,865.1,-0.001,865.1,-0.000,865.1,-0.002
865.9,-0.001,865.9,-0.001,865.9,0.000,865.9,-0.001,865.9,-0.001,865.9,-0.001,865.9,0.000,865.9,-0.000,865.9,-0.000,865.9,-0.001
866.8,-0.000,866.8,0.000,866.8,0.001,866.8,0.000,866.8,0.000,866.8,-0.001,866.8,0.001,866.8,0.000,866.8,0.000,866.8,-0.001
867.6,0.000,867.6,0.000,867.6,0.000,867.6,0.001,867.6,-0.000,867.6,-0.000,867.6,0.001,867.6,0.001,867.6,0.000,867.6,-0.000
868.4,-0.000,868.4,0.000,868.4,-0.001,868.4,-0.000,868.4,-0.000,868.4,0.000,868.4,0.000,868.4,0.000,868.4,0.000,868.4,-0.001
869.3,0.000,869.3,-0.000,869.3,-0.000,869.3,-0.001,869.3,-0.001,869.3,-0.000,869.3,0.000,869.3,-0.000,869.3,0.000,869.3,-0.001
870.1,-0.000,870.1,-0.000,870.1,-0.000,870.1,-0.001,870.1,-0.001,870.1,-0.001,870.1,0.000,870.1,-0.000,870.1,-0.000,870.1,-0.001
870.9,-0.000,870.9,0.000,870.9,0.001,870.9,-0.001,870.9,-0.001,870.9,-0.001,870.9,-0.000,870.9,-0.000,870.9,-0.000,870.9,-0.000
871.8,-0.000,871.8,-0.000,871.8,0.000,871.8,-0.000,871.8,0.000,871.8,-0.000,871.8,0.000,871.8,-0.000,871.8,-0.000,871.8,0.000
872.6,-0.000,872.6,-0.001,872.6,0.000,872.6,-0.000,872.6,-0.000,872.6,-0.000,872.6,0.000,872.6,0.001,872.6,-0.000,872.6,0.000
873.4,-0.000,873.4,-0.001,873.4,-0.000,873.4,-0.000,873.4,-0.001,873.4,0.000,873.4,0.000,873.4,0.000,873.4,-0.001,873.4,-0.000
874.3,-0.000,874.3,-0.001,874.3,0.000,874.3,-0.000,874.3,-0.001,874.3,0.000,874.3,0.000,874.3,-0.000,874.3,-0.001,874.3,-0.001
875.1,-0.000,875.1,-0.000,875.1,0.000,875.1,-0.001,875.1,-0.001,875.1,0.000,875.1,0.000,875.1,-0.001,875.1,-0.001,875.1,-0.000
875.9,-0.000,875.9,-0.000,875.9,0.001,875.9,-0.000,875.9,0.000,875.9,-0.000,875.9,0.000,875.9,-0.000,875.9,-0.000,875.9,-0.000
876.8,-0.000,876.8,-0.000,876.8,0.000,876.8,-0.000,876.8,0.000,876.8,-0.000,876.8,-0.000,876.8,-0.000,876.8,-0.000,876.8,-0.000
877.6,-0.000,877.6,0.000,877.6,0.001,877.6,0.000,877.6,0.000,877.6,-0.000,877.6,-0.000,877.6,0.000,877.6,-0.000,877.6,-0.001
878.4,-0.000,878.4,0.000,878.4,0.000,878.4,-0.000,878.4,-0.001,878.4,0.000,878.4,-0.000,878.4,-0.000,878.4,-0.000,878.4,-0.001
879.3,-0.001,879.3,-0.000,879.3,0.000,879.3,-0.000,879.3,-0.001,879.3,0.000,879.3,-0.001,879.3,0.000,879.3,0.000,879.3,-0.001
880.1,-0.000,880.1,-0.000,880.1,-0.000,880.1,-0.000,880.1,-0.001,880.1,0.000,880.1,-0.001,880.1,-0.000,880.1,0.000,880.1,-0.000
880.9,-0.001,880.9,0.000,880.9,0.000,880.9,-0.000,880.9,0.000,880.9,-0.000,880.9,-0.000,880.9,0.000,880.9,0.000,880.9,-0.000
881.8,-0.000,881.8,0.000,881.8,0.001,881.8,-0.001,881.8,-0.000,881.8,-0.000,881.8,-0.000,881.8,-0.000,881.8,-0.000,881.8,0.000
882.6,-0.001,882.6,0.001,882.6,0.001,882.6,-0.001,882.6,0.000,882.6,0.000,882.6,0.000,882.6,0.000,882.6,-0.000,882.6,0.000
883.4,-0.001,883.4,0.001,883.4,0.001,883.4,-0.001,883.4,-0.000,883.4,0.001,883.4,0.000,883.4,-0.000,883.4,-0.001,883.4,0.000
884.3,-0.001,884.3,0.001,884.3,-0.000,884.3,-0.001,884.3,-0.000,884.3,0.001,884.3,0.001,884.3,-0.000,884.3,-0.000,884.3,-0.000
885.1,-0.001,885.1,0.000,885.1,-0.000,885.1,-0.000,885.1,-0.000,885.1,0.000,885.1,0.001,885.1,-0.000,885.1,0.001,885.1,-0.000
885.9,0.000,885.9,-0.000,885.9,-0.001,885.9,0.000,885.9,-0.001,885.9,0.000,885.9,0.000,885.9,-0.000,885.9,0.001,885.9,-0.001
886.8,-0.000,886.8,-0.000,886.8,-0.000,886.8,0.000,886.8,-0.001,886.8,0.001,886.8,-0.000,886.8,-0.000,886.8,0.001,886.8,-0.001
887.6,-0.001,887.6,-0.001,887.6,-0.000,887.6,-0.000,887.6,-0.001,887.6,0.001,887.6,-0.001,887.6,-0.001,887.6,0.000,887.6,-0.001
888.4,-0.000,888.4,-0.000,888.4,0.000,888.4,-0.000,888.4,0.000,888.4,0.001,888.4,-0.000,888.4,-0.001,888.4,-0.000,888.4,-0.000
889.3,0.001,889.3,-0.001,889.3,0.001,889.3,-0.000,889.3,0.000,889.3,0.002,889.3,0.001,889.3,0.000,889.3,-0.000,889.3,-0.000
890.1,0.001,890.1,-0.000,890.1,0.001,890.1,0.001,890.1,0.000,890.1,0.001,890.1,0.001,890.1,0.001,890.1,-0.000,890.1,0.001
890.9,-0.000,890.9,-0.000,890.9,0.000,890.9,0.001,890.9,-0.000,890.9,0.000,890.9,0.001,890.9,0.001,890.9,-0.000,890.9,0.000
891.8,-0.002,891.8,-0.001,891.8,0.000,891.8,0.000,891.8,-0.001,891.8,-0.000,891.8,0.000,891.8,-0.001,891.8,-0.001,891.8,0.000
892.6,-0.001,892.6,-0.001,892.6,0.000,892.6,0.000,892.6,-0.000,892.6,0.000,892.6,0.000,892.6,-0.000,892.6,-0.001,892.6,-0.000
893.4,-0.001,893.4,-0.000,893.4,0.001,893.4,0.000,893.4,-0.001,893.4,0.001,893.4,-0.000,893.4,-0.000,893.4,0.000,893.4,-0.000
894.3,-0.000,894.3,-0.000,894.3,-0.000,894.3,0.000,894.3,-0.000,894.3,0.001,894.3,0.000,894.3,-0.000,894.3,0.000,894.3,-0.000
895.1,0.000,895.1,-0.000,895.1,-0.000,895.1,-0.000,895.1,-0.000,895.1,0.001,895.1,-0.000,895.1,-0.000,895.1,0.000,895.1,-0.001
895.9,-0.000,895.9,-0.001,895.9,-0.001,895.9,-0.001,895.9,-0.001,895.9,0.000,895.9,-0.000,895.9,-0.001,895.9,-0.000,895.9,-0.001
896.8,-0.000,896.8,-0.000,896.8,-0.000,896.8,-0.000,896.8,-0.000,896.8,0.000,896.8,-0.000,896.8,-0.001,896.8,-0.000,896.8,-0.001
897.6,-0.001,897.6,-0.000,897.6,-0.000,897.6,-0.000,897.6,-0.001,897.6,0.000,897.6,-0.000,897.6,-0.000,897.6,-0.000,897.6,-0.001
898.4,-0.001,898.4,-0.001,898.4,-0.000,898.4,-0.000,898.4,-0.001,898.4,0.001,898.4,-0.000,898.4,-0.001,898.4,-0.001,898.4,-0.001
899.3,-0.001,899.3,-0.001,899.3,-0.000,899.3,-0.001,899.3,-0.001,899.3,0.000,899.3,-0.001,899.3,-0.001,899.3,-0.000,899.3,-0.001
